FileName,Rating1,Rating2
FinalData/18_1_0_20170109212830216.jpg.chip.jpg,3.0,5.0
FinalData/18_1_0_20170109212647587.jpg.chip.jpg,4.0,5.0
FinalData/18_1_0_20170109214251980.jpg.chip.jpg,2.0,4.0
FinalData/18_1_0_20170109213856511.jpg.chip.jpg,4.0,4.0
FinalData/17_1_0_20170109214200825.jpg.chip.jpg,2.0,2.0
FinalData/15_1_0_20170109214523308.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170103175433456.jpg.chip.jpg,4.0,5.0
FinalData/18_1_0_20170109213931089.jpg.chip.jpg,5.0,3.0
FinalData/16_1_0_20170104013530988.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170109214349442.jpg.chip.jpg,2.0,2.0
FinalData/13_1_0_20170109204117086.jpg.chip.jpg,1.0,1.0
FinalData/15_1_0_20170109214447621.jpg.chip.jpg,3.0,3.0
FinalData/14_1_0_20170109214428765.jpg.chip.jpg,4.0,3.0
FinalData/18_1_0_20170109214554528.jpg.chip.jpg,4.0,5.0
FinalData/15_1_0_20170109214307598.jpg.chip.jpg,2.0,2.0
FinalData/13_1_0_20170109204128684.jpg.chip.jpg,1.0,1.0
FinalData/13_1_0_20170109205119953.jpg.chip.jpg,1.0,1.0
FinalData/18_1_0_20170109212905543.jpg.chip.jpg,4.0,5.0
FinalData/18_1_0_20170109213935367.jpg.chip.jpg,5.0,4.0
FinalData/15_1_0_20170109204354264.jpg.chip.jpg,4.0,4.0
FinalData/17_1_0_20170109205309078.jpg.chip.jpg,5.0,5.0
FinalData/18_1_0_20170109213142404.jpg.chip.jpg,3.0,4.0
FinalData/18_1_0_20170109213623055.jpg.chip.jpg,4.0,4.0
FinalData/14_1_0_20170109214635943.jpg.chip.jpg,3.0,3.0
FinalData/17_1_0_20170109213518093.jpg.chip.jpg,3.0,2.0
FinalData/16_1_0_20170109203419299.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109213044006.jpg.chip.jpg,3.0,2.0
FinalData/15_1_0_20170109214633067.jpg.chip.jpg,3.0,3.0
FinalData/14_1_0_20170109203901444.jpg.chip.jpg,2.0,2.0
FinalData/15_1_0_20170109213555287.jpg.chip.jpg,3.0,4.0
FinalData/15_1_0_20170103200925950.jpg.chip.jpg,3.0,2.0
FinalData/18_1_0_20170109214042490.jpg.chip.jpg,4.0,4.0
FinalData/15_1_0_20170109214133273.jpg.chip.jpg,2.0,2.0
FinalData/17_1_0_20170109213929449.jpg.chip.jpg,3.0,3.0
FinalData/17_1_0_20170109214021426.jpg.chip.jpg,2.0,2.0
FinalData/14_1_0_20170109203330417.jpg.chip.jpg,3.0,3.0
FinalData/14_1_0_20170104005333646.jpg.chip.jpg,1.0,1.0
FinalData/18_1_0_20170109214120554.jpg.chip.jpg,5.0,5.0
FinalData/16_1_0_20170109214323254.jpg.chip.jpg,3.0,2.0
FinalData/15_1_0_20170109213427133.jpg.chip.jpg,4.0,4.0
FinalData/18_1_0_20170109213013086.jpg.chip.jpg,4.0,5.0
FinalData/15_1_0_20170109214302271.jpg.chip.jpg,4.0,2.0
FinalData/18_1_0_20170109212914272.jpg.chip.jpg,4.0,4.0
FinalData/17_1_0_20170104012433529.jpg.chip.jpg,5.0,4.0
FinalData/16_1_0_20170103201213287.jpg.chip.jpg,2.0,3.0
FinalData/14_1_0_20170109213635068.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109214535714.jpg.chip.jpg,4.0,3.0
FinalData/14_1_0_20170109203638205.jpg.chip.jpg,1.0,2.0
FinalData/16_1_0_20170109212802540.jpg.chip.jpg,3.0,4.0
FinalData/16_1_0_20170103163010615.jpg.chip.jpg,5.0,5.0
FinalData/13_1_0_20170109203230286.jpg.chip.jpg,1.0,2.0
FinalData/13_1_0_20170109205049477.jpg.chip.jpg,1.0,1.0
FinalData/13_1_0_20170109201622416.jpg.chip.jpg,3.0,1.0
FinalData/16_1_0_20170109214138699.jpg.chip.jpg,2.0,1.0
FinalData/16_1_0_20170104012420681.jpg.chip.jpg,4.0,4.0
FinalData/16_1_0_20170103201347823.jpg.chip.jpg,3.0,4.0
FinalData/14_1_0_20170109213541777.jpg.chip.jpg,1.0,1.0
FinalData/16_1_0_20170109204530608.jpg.chip.jpg,5.0,3.0
FinalData/18_1_0_20170109214512153.jpg.chip.jpg,5.0,5.0
FinalData/15_1_0_20170109214409051.jpg.chip.jpg,2.0,4.0
FinalData/17_1_0_20170105183400255.jpg.chip.jpg,5.0,4.0
FinalData/18_1_0_20170109214557098.jpg.chip.jpg,5.0,5.0
FinalData/17_1_0_20170109214431887.jpg.chip.jpg,5.0,4.0
FinalData/18_1_0_20170103180718335.jpg.chip.jpg,2.0,2.0
FinalData/15_1_0_20170109213421667.jpg.chip.jpg,4.0,4.0
FinalData/16_1_0_20170105000703117.jpg.chip.jpg,4.0,5.0
FinalData/16_1_0_20170109204349968.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170102234728107.jpg.chip.jpg,3.0,2.0
FinalData/16_1_0_20170102234805899.jpg.chip.jpg,4.0,4.0
FinalData/13_1_0_20170109214314841.jpg.chip.jpg,3.0,2.0
FinalData/13_1_0_20170109201102915.jpg.chip.jpg,2.0,2.0
FinalData/17_1_0_20170109213916364.jpg.chip.jpg,3.0,1.0
FinalData/17_1_0_20170109214703699.jpg.chip.jpg,4.0,5.0
FinalData/17_1_0_20170109204406514.jpg.chip.jpg,2.0,2.0
FinalData/16_1_0_20170109212525685.jpg.chip.jpg,4.0,5.0
FinalData/16_1_0_20170109201603478.jpg.chip.jpg,2.0,1.0
FinalData/15_1_0_20170109214626752.jpg.chip.jpg,3.0,3.0
FinalData/14_1_0_20170104005937407.jpg.chip.jpg,4.0,5.0
FinalData/18_1_0_20170109213011914.jpg.chip.jpg,2.0,4.0
FinalData/14_1_0_20170109213221821.jpg.chip.jpg,2.0,3.0
FinalData/14_1_0_20170109201824270.jpg.chip.jpg,1.0,1.0
FinalData/18_1_0_20170109214503497.jpg.chip.jpg,5.0,5.0
FinalData/14_1_0_20170109203405475.jpg.chip.jpg,2.0,2.0
FinalData/17_1_0_20170103163207606.jpg.chip.jpg,4.0,3.0
FinalData/17_1_0_20170109213944067.jpg.chip.jpg,3.0,1.0
FinalData/15_1_0_20170109204314585.jpg.chip.jpg,2.0,2.0
FinalData/13_1_0_20170109214425620.jpg.chip.jpg,1.0,2.0
FinalData/16_1_0_20170109204409777.jpg.chip.jpg,1.0,1.0
FinalData/18_1_0_20170109214753528.jpg.chip.jpg,3.0,4.0
FinalData/16_1_0_20170109214333355.jpg.chip.jpg,2.0,4.0
FinalData/15_1_0_20170109204150999.jpg.chip.jpg,2.0,2.0
FinalData/14_1_0_20170109204135732.jpg.chip.jpg,1.0,1.0
FinalData/13_1_0_20170109204849625.jpg.chip.jpg,1.0,1.0
FinalData/17_1_0_20170102234717403.jpg.chip.jpg,4.0,5.0
FinalData/18_1_0_20170109212849263.jpg.chip.jpg,3.0,3.0
FinalData/13_1_0_20170109201615837.jpg.chip.jpg,3.0,2.0
